lotarea,bldgarea,comarea,resarea,officearea,retailarea,numbldgs,numfloors,lotdepth,bldgdepth,builtfar,residfar,commfar,facilfar,year,status,complaint
3000.0,1000.0,0.0,1000.0,0.0,0.0,1.0,1.5,100.0,40.0,0.33,0.75,0.0,2.0,90,0,12
3465.0,3603.0,0.0,3603.0,0.0,0.0,2.0,2.75,105.0,45.0,1.04,2.43,0.0,4.8,100,0,12
6500.0,3426.0,2502.0,924.0,2502.0,0.0,1.0,2.0,100.0,44.0,0.53,0.75,0.0,2.0,70,1,9
2384.0,1921.0,0.0,1098.0,0.0,0.0,1.0,1.0,90.25,47.0,0.81,0.75,0.0,2.0,70,0,9
14924.0,1624.0,1624.0,0.0,0.0,0.0,1.0,1.0,50.0,28.0,0.11,0.0,1.0,2.4,60,0,6
3742.0,3869.0,0.0,2814.0,0.0,0.0,3.0,2.0,100.0,67.0,1.03,1.25,0.0,2.0,95,0,11
12927.0,45035.0,0.0,45035.0,0.0,0.0,1.0,5.0,139.25,139.0,3.48,2.43,0.0,4.8,98,0,5
2193.0,2370.0,0.0,2370.0,0.0,0.0,1.0,3.0,111.33,41.5,1.08,0.75,0.0,2.0,21,0,6
5000.0,3520.0,3520.0,0.0,0.0,0.0,1.0,1.0,100.0,80.0,0.7,3.44,0.0,6.5,109,0,11
58586.0,30913.0,30913.0,0.0,30913.0,0.0,2.0,5.0,327.59,200.0,0.53,3.44,0.0,4.8,121,0,6
2250.0,2443.0,0.0,1706.0,0.0,0.0,2.0,2.5,90.0,38.0,1.09,0.75,0.0,2.0,95,0,6
2810.0,1600.0,0.0,800.0,0.0,0.0,1.0,1.0,112.42,40.0,0.57,0.75,0.0,2.0,110,1,4
4351.0,17545.0,1875.0,15670.0,0.0,1875.0,1.0,5.0,102.58,92.67,4.03,3.44,0.0,4.8,105,0,6
9905.0,3701.0,0.0,3701.0,0.0,0.0,1.0,2.0,130.36,50.0,0.37,0.5,0.0,1.0,28,0,9
21056.0,17200.0,17200.0,0.0,7200.0,0.0,1.0,1.0,200.0,200.0,0.82,0.0,2.0,0.0,40,0,6
2205.0,3520.0,0.0,3520.0,0.0,0.0,1.0,3.0,90.0,52.0,1.6,2.43,0.0,4.8,32,0,6
5500.0,2612.0,0.0,1952.0,0.0,0.0,1.0,2.0,83.25,24.67,0.47,1.25,0.0,2.0,60,0,6
2754.0,2835.0,0.0,2835.0,0.0,0.0,1.0,3.0,94.77,36.0,1.03,1.25,0.0,2.0,50,0,5
2310.0,1665.0,0.0,1152.0,0.0,0.0,1.0,2.0,107.25,32.0,0.72,0.75,0.0,2.0,80,0,6
150500.0,162390.0,162390.0,0.0,13710.0,0.0,1.0,2.0,0.0,0.0,1.08,0.0,2.0,0.0,29,0,6
3175.0,1856.0,0.0,1856.0,0.0,0.0,1.0,2.0,75.0,32.0,0.58,0.5,0.0,1.0,100,0,8
2877.0,3600.0,0.0,2800.0,0.0,0.0,1.0,2.0,113.15,69.0,1.25,3.44,0.0,4.8,95,1,9
4805.0,1490.0,0.0,1490.0,0.0,0.0,1.0,1.0,94.5,71.5,0.31,0.5,0.0,1.0,95,0,11
10000.0,4410.0,4410.0,0.0,0.0,0.0,1.0,1.0,100.0,90.0,0.44,0.75,0.0,2.0,90,0,9
3982.0,15245.0,3500.0,11745.0,0.0,3500.0,1.0,4.0,106.0,101.0,3.83,2.43,0.0,4.8,89,0,6
145800.0,49118.0,49118.0,0.0,0.0,49118.0,1.0,1.0,309.56,207.0,0.34,2.43,3.4,4.8,22,0,6
2500.0,5000.0,5000.0,0.0,0.0,2500.0,1.0,2.0,100.0,100.0,2.0,0.0,2.0,0.0,95,0,6
5000.0,22576.0,1600.0,20976.0,0.0,1600.0,1.0,6.0,100.0,87.0,4.52,2.43,0.0,4.8,114,0,8
2050.0,1340.0,0.0,1340.0,0.0,0.0,2.0,2.0,100.0,40.0,0.65,0.75,0.0,2.0,100,0,6
9000.0,2724.0,0.0,2724.0,0.0,0.0,1.0,2.0,100.75,30.0,0.3,0.5,0.0,1.0,88,0,2
10000.0,45786.0,0.0,45786.0,0.0,0.0,1.0,6.0,100.0,90.0,4.58,3.44,0.0,4.8,96,0,6
2500.0,2310.0,0.0,2310.0,0.0,0.0,1.0,2.0,100.0,51.0,0.92,0.75,0.0,2.0,90,0,6
2100.0,2950.0,0.0,2950.0,0.0,0.0,1.0,3.0,100.0,50.0,1.4,1.25,0.0,2.0,50,1,1
1900.0,3000.0,0.0,2000.0,0.0,0.0,1.0,2.0,95.0,52.0,1.58,1.25,0.0,2.0,119,0,6
7500.0,7740.0,7740.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,1.03,0.0,2.0,4.8,16,0,6
3000.0,1320.0,0.0,1320.0,0.0,0.0,1.0,2.0,150.0,33.0,0.44,3.44,0.0,4.8,34,0,1
2500.0,3300.0,0.0,2640.0,0.0,0.0,1.0,2.0,100.0,66.0,1.32,1.25,0.0,2.0,85,0,6
1903.0,3354.0,0.0,3354.0,0.0,0.0,1.0,3.0,95.17,55.0,1.76,3.44,0.0,4.8,115,0,8
1773.0,1992.0,0.0,1992.0,0.0,0.0,1.0,2.0,95.28,49.0,1.12,3.44,0.0,4.8,29,0,6
1650.0,2772.0,0.0,2772.0,0.0,0.0,1.0,3.0,75.0,42.0,1.68,3.44,0.0,4.8,4,0,6
6240.0,2305.0,0.0,2305.0,0.0,0.0,2.0,2.0,207.75,32.0,0.37,2.43,0.0,4.8,100,0,6
2285.0,3657.0,0.0,2438.0,0.0,0.0,2.0,2.0,114.25,56.0,1.6,1.1,0.0,2.0,95,0,6
2185.0,1620.0,0.0,1620.0,0.0,0.0,2.0,2.0,95.0,36.0,0.74,0.75,0.0,2.0,95,0,11
2100.0,1836.0,0.0,1836.0,0.0,0.0,1.0,3.0,100.0,34.0,0.87,0.75,0.0,2.0,60,0,11
20000.0,36744.0,36744.0,0.0,700.0,18044.0,1.0,1.0,100.0,100.0,1.84,3.44,0.0,4.8,87,0,5
2500.0,2000.0,0.0,2000.0,0.0,0.0,1.0,2.0,100.0,50.0,0.8,1.25,0.0,2.0,55,0,6
1740.0,2520.0,840.0,1680.0,0.0,840.0,1.0,2.0,87.0,44.0,1.45,2.43,0.0,4.8,119,0,8
2500.0,2250.0,0.0,1650.0,0.0,0.0,2.0,2.5,100.0,50.0,0.9,1.25,0.0,2.0,95,0,4
2500.0,2188.0,0.0,2188.0,0.0,0.0,1.0,2.0,100.0,50.0,0.88,1.1,0.0,2.0,119,0,6
2868.0,12600.0,1250.0,11350.0,0.0,1250.0,1.0,5.0,96.67,87.17,4.39,2.43,0.0,4.8,110,0,9
3690.0,1657.0,1657.0,0.0,0.0,1657.0,1.0,1.0,150.0,65.0,0.45,2.43,0.0,4.8,94,0,6
2375.0,2958.0,0.0,2958.0,0.0,0.0,1.0,3.0,95.0,55.0,1.25,1.25,0.0,2.0,13,0,6
2375.0,1791.0,0.0,1791.0,0.0,0.0,1.0,2.5,95.0,37.0,0.75,0.75,0.0,2.0,100,0,9
2375.0,2264.0,0.0,2264.0,0.0,0.0,2.0,2.0,95.0,54.0,0.95,1.25,0.0,2.0,119,0,6
4050.0,3889.0,0.0,3889.0,0.0,0.0,1.0,3.0,75.0,26.0,0.96,0.75,0.0,2.0,50,0,11
3813.0,1966.0,0.0,1966.0,0.0,0.0,3.0,2.5,114.67,36.0,0.52,1.1,0.0,2.0,100,0,6
1679.0,2250.0,0.0,2250.0,0.0,0.0,1.0,3.0,103.0,37.0,1.34,2.43,0.0,4.8,13,0,6
3033.0,2664.0,0.0,2664.0,0.0,0.0,1.0,3.0,100.0,56.0,0.88,0.75,0.0,2.0,21,0,6
2229.0,3477.0,0.0,3477.0,0.0,0.0,2.0,3.0,100.0,51.7,1.56,3.44,0.0,4.8,15,0,1
3299.0,1800.0,0.0,1800.0,0.0,0.0,1.0,2.0,83.17,25.0,0.55,2.43,0.0,4.8,119,0,6
2375.0,1197.0,0.0,1197.0,0.0,0.0,1.0,2.5,95.0,25.0,0.5,0.75,0.0,2.0,119,0,2
2269.0,3000.0,0.0,3000.0,0.0,0.0,1.0,3.0,90.75,50.0,1.32,1.25,0.0,2.0,119,0,12
8724.0,2486.0,0.0,2486.0,0.0,0.0,1.0,2.0,60.17,41.08,0.28,0.5,0.0,1.0,95,0,6
11900.0,3410.0,0.0,3410.0,0.0,0.0,1.0,2.0,128.08,60.0,0.29,0.5,0.0,1.0,85,0,6
2982.0,611.0,0.0,611.0,0.0,0.0,2.0,1.0,79.0,29.0,0.2,0.75,0.0,2.0,85,0,4
2500.0,2500.0,2500.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,1.0,0.0,2.0,0.0,59,0,6
6735.0,52493.0,4780.0,47713.0,0.0,4780.0,1.0,12.0,38.08,96.0,7.79,6.02,0.0,6.5,3,0,11
1710.0,1690.0,0.0,1690.0,0.0,0.0,1.0,3.0,95.0,35.0,0.99,0.75,0.0,2.0,60,0,11
2500.0,1780.0,0.0,1780.0,0.0,0.0,2.0,2.0,100.0,42.0,0.71,1.25,0.0,2.0,90,0,6
4709.0,2041.0,0.0,1134.0,0.0,0.0,2.0,1.5,112.44,35.0,0.43,0.75,0.0,2.0,90,1,12
1885.0,3618.0,0.0,3618.0,0.0,0.0,1.0,3.0,89.08,57.0,1.92,1.25,0.0,2.0,16,0,6
5000.0,3656.0,0.0,2031.0,0.0,0.0,1.0,1.5,100.0,51.0,0.73,0.75,0.0,2.0,70,0,6
2575.0,1848.0,0.0,1848.0,0.0,0.0,1.0,3.0,100.0,28.0,0.72,6.02,0.0,6.5,100,0,10
2500.0,3368.0,0.0,2450.0,0.0,0.0,1.0,2.0,100.0,49.0,1.35,0.75,0.0,2.0,52,0,4
2600.0,1944.0,0.0,1296.0,0.0,0.0,1.0,2.0,100.0,36.0,0.75,0.75,0.0,2.0,65,1,8
2704.0,1944.0,0.0,1944.0,0.0,0.0,1.0,3.0,91.67,36.0,0.72,0.75,0.0,2.0,75,0,6
2867.0,3528.0,0.0,3528.0,0.0,0.0,1.0,2.0,114.67,72.0,1.23,2.43,0.0,4.8,90,0,6
2160.0,3760.0,0.0,2699.0,0.0,0.0,1.0,3.0,80.0,47.0,1.74,3.44,0.0,4.8,118,0,6
4750.0,8167.0,0.0,8167.0,0.0,0.0,1.0,3.0,95.0,47.0,1.72,0.75,0.0,2.0,6,1,11
2565.0,1648.0,0.0,942.0,0.0,0.0,1.0,1.0,95.0,48.0,0.64,0.75,0.0,2.0,75,0,10
2025.0,3120.0,0.0,3120.0,0.0,0.0,1.0,3.0,100.0,52.0,1.54,0.75,0.0,2.0,55,0,6
1821.0,2014.0,0.0,1292.0,0.0,0.0,1.0,2.0,93.0,34.5,1.11,0.75,0.0,2.0,70,0,12
2500.0,3121.0,0.0,3121.0,0.0,0.0,1.0,2.5,100.0,55.0,1.25,0.75,0.0,2.0,110,0,6
1520.0,1440.0,0.0,960.0,0.0,0.0,1.0,2.0,95.0,30.0,0.95,0.75,0.0,2.0,80,1,4
2500.0,2477.0,0.0,2477.0,0.0,0.0,2.0,2.5,100.0,42.0,0.99,1.1,0.0,2.0,95,0,6
3073.0,2680.0,0.0,2680.0,0.0,0.0,1.0,3.0,102.0,51.0,0.87,1.25,0.0,2.0,50,0,9
2500.0,1480.0,0.0,1480.0,0.0,0.0,2.0,2.0,100.0,32.0,0.59,0.5,0.0,1.0,85,0,6
1900.0,1925.0,0.0,1400.0,0.0,0.0,1.0,2.0,95.0,35.0,1.01,1.25,0.0,2.0,79,0,11
2500.0,2166.0,0.0,1150.0,0.0,0.0,1.0,1.5,100.0,40.0,0.87,0.5,0.0,1.0,70,0,8
3650.0,2608.0,0.0,2608.0,0.0,0.0,1.0,2.0,72.0,48.0,0.71,0.75,0.0,2.0,60,0,0
6750.0,3719.0,0.0,3719.0,0.0,0.0,1.0,2.5,90.0,34.0,0.55,3.0,0.0,3.0,121,0,10
3392.0,1224.0,0.0,1224.0,0.0,0.0,2.0,2.0,135.67,36.0,0.36,0.75,0.0,2.0,100,0,4
8830.0,31500.0,0.0,31500.0,0.0,0.0,1.0,4.0,116.42,116.42,3.57,3.44,0.0,4.8,88,0,6
3799.0,2142.0,0.0,2142.0,0.0,0.0,2.0,2.0,114.25,42.0,0.56,1.1,0.0,2.0,95,0,0
2200.0,1475.0,0.0,845.0,0.0,0.0,1.0,1.0,100.0,46.0,0.67,0.75,0.0,2.0,70,0,6
1680.0,4150.0,0.0,3150.0,0.0,0.0,1.0,3.0,57.0,37.0,2.47,0.75,0.0,2.0,30,1,9
4750.0,16200.0,0.0,16200.0,0.0,0.0,1.0,4.0,95.0,81.0,3.41,6.02,0.0,6.5,94,0,6
2600.0,2200.0,0.0,1760.0,0.0,0.0,1.0,2.0,101.25,40.0,0.85,0.0,1.0,2.4,115,0,9
2677.0,2600.0,2600.0,0.0,0.0,0.0,1.0,1.0,50.75,50.0,0.97,0.0,1.0,2.4,39,0,6
1671.0,4248.0,0.0,4248.0,0.0,0.0,1.0,4.0,81.59,0.0,2.54,2.43,0.0,4.8,8,0,6
2042.0,1764.0,0.0,1764.0,0.0,0.0,1.0,2.0,95.0,42.0,0.86,0.75,0.0,2.0,17,0,11
2375.0,2772.0,0.0,2772.0,0.0,0.0,2.0,3.0,95.0,36.0,1.17,0.75,0.0,2.0,100,1,9
2416.0,960.0,0.0,960.0,0.0,0.0,1.0,2.0,113.25,30.0,0.4,0.75,0.0,2.0,65,0,11
2347.0,4506.0,1502.0,3004.0,0.0,1502.0,1.0,2.0,101.42,101.42,1.92,3.44,0.0,4.8,70,0,6
1229.0,1324.0,0.0,1324.0,0.0,0.0,1.0,2.0,74.25,36.0,1.08,1.25,0.0,2.0,60,0,12
4504.0,3744.0,0.0,3744.0,0.0,0.0,1.0,3.0,45.0,26.33,0.83,0.75,0.0,2.0,34,0,6
2500.0,2016.0,0.0,1312.0,0.0,0.0,2.0,2.0,100.0,38.0,0.81,0.75,0.0,2.0,100,0,8
3742.0,1200.0,0.0,1200.0,0.0,0.0,1.0,1.0,100.0,48.0,0.32,1.1,0.0,2.0,100,0,1
1916.0,1528.0,0.0,1152.0,0.0,0.0,1.0,2.0,108.09,32.0,0.8,1.25,0.0,2.0,60,0,6
2850.0,1677.0,0.0,1677.0,0.0,0.0,2.0,2.5,95.01,30.0,0.59,1.1,0.0,2.0,95,0,11
2250.0,6408.0,2000.0,4408.0,0.0,2000.0,1.0,4.0,90.0,72.0,2.85,3.44,0.0,4.8,89,0,1
6731.0,12884.0,11684.0,1200.0,0.0,0.0,1.0,3.0,134.5,95.0,1.91,0.0,1.0,2.4,89,0,6
2665.0,1650.0,0.0,1100.0,0.0,0.0,1.0,2.0,92.0,27.5,0.62,0.5,0.5,1.0,21,0,6
3825.0,3262.0,0.0,2512.0,0.0,0.0,2.0,2.5,101.33,48.0,0.85,1.25,0.0,2.0,100,0,12
4833.0,16570.0,0.0,16570.0,0.0,0.0,1.0,5.0,116.0,100.0,3.43,6.02,0.0,6.5,89,0,1
3325.0,2436.0,0.0,2436.0,0.0,0.0,1.0,2.0,100.0,65.0,0.73,6.02,0.0,6.5,100,1,11
4292.0,2536.0,0.0,2536.0,0.0,0.0,3.0,2.0,95.36,30.0,0.59,1.1,0.0,2.0,90,0,6
1314.0,2064.0,0.0,1376.0,0.0,0.0,1.0,2.0,70.08,40.0,1.57,2.43,0.0,4.8,119,0,6
2029.0,2280.0,0.0,2280.0,0.0,0.0,1.0,3.0,102.66,38.0,1.12,3.44,0.0,4.8,29,0,6
2500.0,2225.0,2225.0,0.0,0.0,0.0,1.0,1.0,100.0,90.0,0.89,0.0,1.0,2.4,89,0,12
2275.0,2896.0,0.0,2106.0,0.0,0.0,1.0,2.0,91.42,45.0,1.27,0.75,0.0,2.0,65,0,4
2500.0,1880.0,0.0,1880.0,0.0,0.0,1.0,2.0,100.0,55.05,0.75,0.75,0.0,2.0,18,0,11
2394.0,2314.0,0.0,2314.0,0.0,0.0,1.0,2.0,88.67,57.0,0.97,1.25,0.0,2.0,85,0,6
7157.0,2720.0,0.0,2720.0,0.0,0.0,2.0,3.0,100.0,38.0,0.38,0.5,0.0,1.0,80,0,9
17939.0,57635.0,0.0,57635.0,0.0,0.0,1.0,5.0,89.5,74.67,3.21,3.0,0.0,3.0,94,1,2
1134.0,3362.0,0.0,3362.0,0.0,0.0,1.0,3.0,24.33,48.0,2.96,4.0,4.0,4.0,15,0,6
2549.0,3160.0,0.0,2260.0,0.0,0.0,1.0,2.0,103.0,53.0,1.24,1.25,0.0,2.0,100,0,12
2058.0,1952.0,0.0,1368.0,0.0,0.0,1.0,2.0,100.0,36.0,0.95,0.75,0.0,2.0,70,0,9
5746.0,1540.0,0.0,1540.0,0.0,0.0,1.0,1.0,100.0,42.0,0.27,0.75,0.0,2.0,65,0,6
2391.0,9879.0,2091.0,7788.0,2091.0,0.0,1.0,5.0,79.61,71.0,4.13,3.44,0.0,4.8,108,0,6
21624.0,36480.0,36480.0,0.0,0.0,0.0,2.0,4.0,116.17,99.0,1.69,3.0,0.0,3.0,106,0,6
1948.0,2132.0,0.0,2132.0,0.0,0.0,1.0,2.0,100.0,56.0,1.09,3.44,0.0,4.8,17,0,6
3742.0,3366.0,0.0,2244.0,0.0,0.0,3.0,2.0,100.0,51.0,0.9,1.1,0.0,2.0,70,0,6
4750.0,1716.0,0.0,1716.0,0.0,0.0,2.0,2.0,95.0,33.0,0.36,0.5,0.0,1.0,70,0,6
4365.0,20625.0,3888.0,16737.0,0.0,3888.0,1.0,5.0,90.0,81.0,4.73,0.75,0.0,2.0,90,0,6
1310.0,2349.0,0.0,2349.0,0.0,0.0,1.0,0.0,35.01,29.1,1.79,2.43,0.0,4.8,14,0,6
1360.0,1312.0,0.0,1312.0,0.0,0.0,1.0,2.0,82.42,45.0,0.96,3.44,0.0,4.8,119,0,6
1800.0,1620.0,0.0,1296.0,0.0,0.0,1.0,2.0,100.0,36.0,0.9,0.75,0.0,2.0,75,0,9
1900.0,2100.0,0.0,1680.0,0.0,0.0,1.0,2.0,95.0,42.67,1.11,1.25,0.0,2.0,60,0,6
3130.0,3312.0,0.0,3312.0,0.0,0.0,1.0,2.0,100.42,72.0,1.06,2.43,0.0,4.8,110,0,6
2542.0,2000.0,1000.0,1000.0,0.0,1000.0,1.0,2.0,100.0,40.0,0.79,2.43,0.0,4.8,117,0,3
6500.0,2987.0,2987.0,0.0,0.0,0.0,1.0,1.0,100.0,32.0,0.46,0.0,1.0,2.4,65,0,6
8742.0,6016.0,6016.0,0.0,0.0,0.0,1.0,2.0,93.0,38.0,0.69,0.75,0.0,2.0,56,0,11
178825.0,200.0,200.0,0.0,200.0,0.0,1.0,1.0,552.92,0.0,0.0,0.5,0.0,1.0,77,0,6
5616.0,15536.0,0.0,15536.0,0.0,0.0,1.0,4.0,108.0,98.0,2.77,0.0,1.0,2.4,89,0,6
2188.0,1157.0,0.0,1157.0,0.0,0.0,2.0,2.0,109.42,30.0,0.53,0.75,0.0,2.0,85,0,6
4950.0,2040.0,0.0,2040.0,0.0,0.0,2.0,2.5,99.0,34.0,0.41,0.75,0.0,2.0,110,0,11
2244.0,5320.0,0.0,5320.0,0.0,0.0,1.0,4.0,95.82,59.0,2.37,3.44,0.0,4.8,6,0,6
2200.0,1494.0,0.0,1152.0,0.0,0.0,1.0,2.0,100.0,32.0,0.68,0.75,0.0,2.0,65,0,9
11541.0,11200.0,11200.0,0.0,0.0,0.0,1.0,2.0,87.58,81.0,0.97,1.25,0.0,2.0,110,0,6
1865.0,2400.0,0.0,2400.0,0.0,0.0,1.0,3.0,94.0,40.0,1.29,3.44,0.0,4.8,23,0,9
2500.0,3123.0,0.0,3123.0,0.0,0.0,1.0,3.0,100.0,40.0,1.25,2.43,0.0,4.8,146,0,11
15009.0,32320.0,4000.0,28320.0,4000.0,0.0,1.0,7.0,148.26,0.0,2.15,2.43,0.0,4.8,16,0,11
2000.0,3000.0,0.0,3000.0,0.0,0.0,1.0,3.0,100.08,50.0,1.5,3.44,0.0,4.8,26,0,6
2375.0,2132.0,0.0,2132.0,0.0,0.0,1.0,2.0,95.0,50.0,0.9,1.25,0.0,2.0,110,0,2
5002.0,1347.0,0.0,910.0,0.0,0.0,1.0,1.0,123.0,38.0,0.27,0.5,0.0,1.0,70,0,6
900.0,570.0,0.0,570.0,0.0,0.0,1.0,1.0,18.0,38.0,0.63,0.75,0.0,2.0,100,0,8
7500.0,2432.0,0.0,2432.0,0.0,0.0,2.0,2.5,100.0,25.0,0.32,0.5,0.0,1.0,95,1,8
4818.0,2125.0,0.0,1480.0,0.0,0.0,1.0,2.0,99.0,37.0,0.44,0.75,0.0,2.0,70,0,11
1490.0,1990.0,0.0,1360.0,0.0,0.0,1.0,2.0,74.5,34.0,1.34,0.75,0.0,2.0,70,0,11
1976.0,2080.0,0.0,2080.0,0.0,0.0,1.0,2.0,95.0,50.0,1.05,2.0,0.0,2.0,17,0,11
3125.0,2555.0,0.0,2555.0,0.0,0.0,1.0,2.75,125.0,40.0,0.82,2.43,0.0,4.8,85,0,6
7609.0,33564.0,0.0,33564.0,0.0,0.0,1.0,6.0,102.33,86.0,4.41,1.25,0.0,2.0,89,0,6
2153.0,3420.0,0.0,3420.0,0.0,0.0,1.0,3.0,95.0,50.0,1.59,1.25,0.0,2.0,32,0,11
2261.0,2016.0,0.0,2016.0,0.0,0.0,1.0,2.0,91.41,48.0,0.89,1.1,0.0,2.0,120,0,6
2500.0,2240.0,0.0,2240.0,0.0,0.0,1.0,2.5,100.0,46.0,0.9,2.43,0.0,4.8,100,0,11
1479.0,2194.0,0.0,2194.0,0.0,0.0,1.0,3.0,75.0,45.0,1.48,2.0,0.0,2.0,65,0,6
3500.0,2020.0,0.0,2020.0,0.0,0.0,1.0,2.0,100.0,35.0,0.58,0.75,0.0,2.0,90,0,6
5000.0,720.0,0.0,720.0,0.0,0.0,3.0,2.0,100.0,20.0,0.14,0.5,0.0,1.0,80,0,6
2610.0,2400.0,0.0,2400.0,0.0,0.0,1.0,3.0,96.71,40.0,0.92,3.44,0.0,4.8,28,0,8
2235.0,3900.0,0.0,3000.0,0.0,0.0,1.0,3.0,90.0,51.33,1.74,2.43,0.0,4.8,33,0,11
1408.0,2084.0,0.0,1322.0,0.0,0.0,1.0,2.0,70.42,36.0,1.48,3.44,0.0,4.8,119,0,6
5000.0,25176.0,0.0,25176.0,0.0,0.0,1.0,6.0,100.0,90.0,5.04,3.44,0.0,4.8,89,1,8
6850.0,3630.0,0.0,3630.0,0.0,0.0,1.0,3.0,100.0,55.0,0.53,0.75,0.0,2.0,24,0,6
2849.0,1757.0,0.0,1004.0,0.0,0.0,1.0,1.0,86.08,48.0,0.62,0.75,0.0,2.0,70,0,6
13976.0,3276.0,3276.0,0.0,0.0,0.0,1.0,1.0,82.67,28.0,0.23,0.0,2.0,0.0,53,0,11
2500.0,3360.0,0.0,3360.0,0.0,0.0,1.0,2.0,100.0,80.0,1.34,1.25,0.0,2.0,94,0,5
2500.0,1840.0,0.0,1440.0,0.0,0.0,1.0,2.0,100.0,36.0,0.74,2.43,0.0,4.8,75,0,12
2469.0,1152.0,0.0,1152.0,0.0,0.0,1.0,2.0,76.79,32.0,0.47,2.43,0.0,4.8,29,1,12
25140.0,11000.0,0.0,11000.0,0.0,0.0,1.0,3.0,169.0,55.0,0.44,0.5,0.0,1.0,14,0,6
1751.0,1276.0,0.0,928.0,0.0,0.0,1.0,2.0,109.42,29.33,0.73,0.75,0.0,2.0,70,0,6
2500.0,3838.0,0.0,3838.0,0.0,0.0,1.0,3.0,100.0,66.0,1.54,0.0,2.0,4.8,90,0,9
24651.0,11000.0,11000.0,0.0,0.0,11000.0,1.0,1.0,280.0,91.0,0.45,3.0,0.0,3.0,95,0,6
2500.0,2160.0,0.0,2160.0,0.0,0.0,1.0,2.0,100.0,46.0,0.86,2.43,0.0,4.8,100,1,8
2500.0,992.0,0.0,992.0,0.0,0.0,1.0,2.0,100.0,31.5,0.4,0.75,0.0,2.0,70,1,8
2625.0,2000.0,0.0,2000.0,0.0,0.0,1.0,2.0,90.67,50.0,0.76,2.43,0.0,4.8,119,0,6
2625.0,1260.0,0.0,1260.0,0.0,0.0,1.0,2.0,100.0,35.0,0.48,0.75,0.0,2.0,64,0,12
3525.0,1952.0,0.0,1952.0,0.0,0.0,2.0,2.0,141.0,50.0,0.55,0.0,1.0,2.4,121,0,8
5370.0,3820.0,3820.0,0.0,0.0,3820.0,1.0,1.0,105.75,78.0,0.71,0.0,1.0,2.4,70,0,6
5000.0,210.0,210.0,0.0,210.0,0.0,1.0,1.0,100.0,21.0,0.04,0.0,2.0,0.0,48,0,6
2900.0,2076.0,0.0,2076.0,0.0,0.0,1.0,2.0,100.0,49.0,0.72,2.43,0.0,4.8,119,0,6
2500.0,1674.0,0.0,1674.0,0.0,0.0,2.0,2.5,100.0,40.0,0.67,0.75,0.0,2.0,100,0,6
3462.0,3938.0,0.0,3938.0,0.0,0.0,1.0,2.5,147.08,55.0,1.14,2.43,0.0,4.8,119,0,9
5713.0,1360.0,0.0,1360.0,0.0,0.0,2.0,1.0,114.25,32.0,0.24,1.25,0.0,2.0,95,0,6
3275.0,3744.0,0.0,3744.0,0.0,0.0,1.0,2.0,100.0,78.0,1.14,1.1,0.0,2.0,69,0,9
2400.0,3480.0,0.0,2280.0,0.0,0.0,1.0,2.0,100.0,52.0,1.45,1.1,0.0,2.0,95,0,9
4986.0,9270.0,9270.0,0.0,0.0,9270.0,1.0,2.0,103.17,103.0,1.86,0.0,1.0,2.4,87,1,2
4573.0,2392.0,0.0,2392.0,0.0,0.0,1.0,2.0,145.17,46.0,0.52,0.5,0.0,1.0,60,0,12
2500.0,1974.0,0.0,987.0,0.0,0.0,1.0,1.0,100.0,47.0,0.79,0.75,0.0,2.0,70,1,1
4558.0,15170.0,0.0,15170.0,0.0,0.0,1.0,5.0,104.78,85.0,3.33,3.44,0.0,4.8,99,1,5
3800.0,2415.0,1470.0,945.0,990.0,480.0,1.0,2.0,76.0,40.0,0.64,0.75,0.0,2.0,110,0,0
2550.0,2280.0,0.0,2280.0,0.0,0.0,1.0,3.0,85.0,38.0,0.89,2.43,0.0,4.8,19,0,11
3878.0,4420.0,0.0,3536.0,0.0,0.0,1.0,2.0,124.42,76.0,1.14,1.25,0.0,2.0,110,0,6
5713.0,4950.0,0.0,4950.0,0.0,0.0,2.0,3.0,114.25,50.0,0.87,1.25,0.0,2.0,92,0,11
1015.0,1200.0,0.0,1200.0,0.0,0.0,1.0,2.0,39.0,20.0,1.18,0.5,0.0,1.0,80,0,11
3742.0,2367.0,0.0,1578.0,0.0,0.0,2.0,2.0,100.0,49.0,0.63,0.5,0.0,1.0,95,0,6
8600.0,8600.0,8600.0,0.0,0.0,8600.0,1.0,1.0,99.26,99.17,1.0,3.44,3.4,6.5,29,0,0
5000.0,1394.0,0.0,1394.0,0.0,0.0,1.0,2.0,100.0,24.0,0.28,0.5,0.0,1.0,90,0,11
2381.0,3040.0,0.0,3040.0,0.0,0.0,1.0,2.0,95.25,76.0,1.28,6.02,0.0,6.5,95,0,6
3300.0,3288.0,0.0,2592.0,0.0,0.0,1.0,2.0,100.0,54.0,1.0,0.75,0.0,2.0,70,1,11
2502.0,3700.0,925.0,2775.0,0.0,925.0,1.0,2.0,100.08,74.0,1.48,1.25,0.0,2.0,92,0,5
2450.0,2600.0,0.0,2600.0,0.0,0.0,2.0,2.0,100.0,65.0,1.06,2.43,0.0,4.8,105,0,11
2686.0,2926.0,0.0,2288.0,0.0,0.0,1.0,2.0,107.88,52.0,1.09,0.75,0.0,2.0,60,0,6
